# Attack Table — Katana
# Source: Rolemaster Fantasy Roleplaying — The Armory (ERA: armory)
# Auto-generated by .scratch/build_attack_tables.py from the .era archive.
# Curated metadata (length / weight / breakage / strength /
# range modifiers) is not present in the ERA source; fill these
# in by hand if you want them surfaced in the SPA.
#
# --- weapon metadata ---
@name:            Katana
@attack_table:    armory.katana
@two_handed:      no
@length_ft:       -
@weight_lb:       -
@fumble_range:    01 - 04
@breakage_nums:   -
@strength:        -
@range_modifiers: -
#
# --- chart ---
# Each row: <roll> | <AT20> <AT19> ... <AT1>     (20 cells, space-separated)
#
73-75 | 4 3 3 4 4 4 4 3 5 3 4 3AS 9 9AS 9AS 8AS - - 11AS 8
70-72 | 3 3 3 3 4 3 3 3 4 2 3 2 9 8 8AS 7AS - - 10AS -
67-69 | 3 3 2 3 4 3 3 2 3 - 3 - 8 7 7 6AS - - 9AS -
64-66 | 3 3 2 2 3 3 2 2 3 - - - 8 7 6 5AS - - 8 -
61-63 | 3 2 2 2 3 2 2 1 2 - - - 7 6 5 4 - - - -
58-60 | 3 2 2 1 3 2 1 - - - - - 6 5 5 - - - - -
55-57 | 2 2 1 1 2 2 1 - - - - - 6 5 - - - - - -
52-54 | 2 2 1 - 2 1 - - - - - - 5 4 - - - - - -
49-51 | 2 2 - - 1 - - - - - - - 5 - - - - - - -
46-48 | 2 1 - - 1 - - - - - - - 4 - - - - - - -
43-45 | 2 1 - - - - - - - - - - - - - - - - - -
40-42 | 2 1 - - - - - - - - - - - - - - - - - -
37-39 | 1 - - - - - - - - - - - - - - - - - - -
34-36 | 1 - - - - - - - - - - - - - - - - - - -
31-33 | 1 - - - - - - - - - - - - - - - - - - -
