# Attack Table — Steel Whip
# Source: Rolemaster Fantasy Roleplaying — The Armory (ERA: armory)
# Auto-generated by .scratch/build_attack_tables.py from the .era archive.
# Curated metadata (length / weight / breakage / strength /
# range modifiers) is not present in the ERA source; fill these
# in by hand if you want them surfaced in the SPA.
#
# --- weapon metadata ---
@name:            Steel Whip
@attack_table:    armory.steel_whip
@two_handed:      no
@length_ft:       -
@weight_lb:       -
@fumble_range:    01 - 07
@breakage_nums:   -
@strength:        -
@range_modifiers: -
#
# --- chart ---
# Each row: <roll> | <AT20> <AT19> ... <AT1>     (20 cells, space-separated)
#
91-93 | 3 3 4 5 5 5 6 6AK 4 5AK 7AK 7BK 6AK 6AK 8AK 9BK 5 7AK 10BK 10AK
88-90 | 3 3 4 4 5 5 6 5AK 4 4AK 6AK 6BK 6AK 6AK 7AK 8AK 4 7 10AK 9AK
85-87 | 2 3 4 4 5 5 5 5AK 4 4 6AK 6AK 5 6AK 7AK 8AK 4 6 10AK 9
82-84 | 2 3 3 4 5 4 5 5 4 4 5AK 5AK 5 5 7AK 7AK 4 6 9AK 8
79-81 | 2 3 3 3 4 4 5 4 3 3 5 5AK 5 5 6AK 7AK 3 6 9AK 8
76-78 | 2 3 3 3 4 4 4 4 3 3 4 4AK 5 5 6 6AK 3 5 9AK 7
73-75 | 2 3 3 3 4 4 4 4 3 3 4 4AK 5 5 6 6AK 3 5 8 7
70-72 | 2 2 3 3 4 3 4 3 3 2 4 3 5 5 5 5 2 - 8 -
67-69 | 2 2 2 2 3 3 3 3 3 2 3 3 4 4 5 5 - - 7 -
64-66 | 2 2 2 2 3 3 3 2 2 2 3 2 4 4 4 4 - - 7 -
61-63 | 2 2 2 2 3 3 3 2 2 1 2 2 4 4 4 4 - - - -
58-60 | 2 2 2 1 3 2 2 2 2 1 2 1 4 4 4 3 - - - -
55-57 | 2 2 1 1 2 2 2 1 2 - 1 - 4 3 3 - - - - -
52-54 | 2 2 1 - 2 2 1 - 1 - - - 4 3 - - - - - -
49-51 | 2 2 1 - 2 2 1 - 1 - - - 3 3 - - - - - -
46-48 | 1 1 - - 2 1 - - - - - - 3 - - - - - - -
43-45 | 1 1 - - 1 1 - - - - - - 3 - - - - - - -
40-42 | 1 1 - - 1 - - - - - - - - - - - - - - -
37-39 | 1 - - - - - - - - - - - - - - - - - - -
34-36 | 1 - - - - - - - - - - - - - - - - - - -
31-33 | 1 - - - - - - - - - - - - - - - - - - -
28-30 | 1 - - - - - - - - - - - - - - - - - - -
