# Attack Table — Foil
# Source: Rolemaster Fantasy Roleplaying — The Armory (ERA: armory)
# Auto-generated by .scratch/build_attack_tables.py from the .era archive.
# Curated metadata (length / weight / breakage / strength /
# range modifiers) is not present in the ERA source; fill these
# in by hand if you want them surfaced in the SPA.
#
# --- weapon metadata ---
@name:            Foil
@attack_table:    armory.foil
@two_handed:      no
@length_ft:       -
@weight_lb:       -
@fumble_range:    01 - 03
@breakage_nums:   -
@strength:        -
@range_modifiers: -
#
# --- chart ---
# Each row: <roll> | <AT20> <AT19> ... <AT1>     (20 cells, space-separated)
#
115-117 | 2 2 2 3BP 4AP 4BP 6BP 6CP 3BP 4BP 7CP 7CP 5CP 5CP 8CP 10DP 6CP 9DP 11DP 13CP
112-114 | 2 2 2 3AP 4AP 4BP 6BP 6CP 3BP 4BP 7CP 7CP 5CP 5CP 8CP 10CP 5CP 8CP 11CP 12CP
109-111 | 2 2 2 3AP 4 4AP 6BP 5BP 3AP 4BP 7BP 6CP 5CP 5CP 8CP 10CP 5CP 8CP 11CP 12CP
106-108 | 2 2 2 3AP 4 4AP 5BP 5BP 3AP 4BP 6BP 6CP 5CP 5CP 8CP 9CP 5BP 8CP 11CP 12CP
103-105 | 2 2 2 3AP 4 3AP 5AP 5BP 3AP 4AP 6BP 6BP 5BP 4CP 7CP 9CP 5BP 8CP 11CP 11CP
100-102 | 2 2 2 3 3 3 5AP 5BP 3 4AP 6BP 6BP 4BP 4BP 7CP 9CP 5BP 7CP 10CP 11BP
97-99 | 2 2 2 3 3 3 5AP 5AP 3 3AP 6AP 5BP 4BP 4BP 7BP 8CP 4BP 7BP 10CP 11BP
94-96 | 2 2 2 3 3 3 5 4AP 3 3AP 5AP 5BP 4BP 4BP 7BP 8BP 4AP 7BP 10BP 10BP
91-93 | 2 2 2 2 3 3 4 4AP 2 3 5AP 5BP 4AP 4BP 6BP 7BP 4AP 7BP 10BP 10BP
88-90 | 1 2 2 2 3 3 4 4AP 2 3 5AP 5AP 4AP 4BP 6BP 7BP 4AP 7BP 9BP 10BP
85-87 | 1 2 2 2 3 3 4 4AP 2 3 5 4AP 4AP 4AP 6BP 7BP 4AP 6BP 9BP 9AP
82-84 | 1 2 2 2 3 3 4 4 2 3 4 4AP 4AP 4AP 6AP 6BP 3AP 6BP 9BP 9AP
79-81 | 1 2 2 2 3 3 4 3 2 3 4 4AP 4AP 4AP 5AP 6BP 3 6AP 9BP 9AP
76-78 | 1 2 2 2 3 2 3 3 2 2 4 4AP 4 3AP 5AP 6AP 3 6AP 9AP 8AP
73-75 | 1 2 2 2 3 2 3 3 2 2 4 3 4 3AP 5AP 5AP 3 5AP 8AP 8AP
70-72 | 1 2 2 2 2 2 3 3 2 2 3 3 3 3 5AP 5AP 3 5AP 8AP 8AP
67-69 | 1 2 2 2 2 2 3 3 2 2 3 3 3 3 4AP 5AP 2 5AP 8AP 7
64-66 | 1 2 2 2 2 2 3 2 2 2 3 2 3 3 4 4AP 2 5 8AP 7
61-63 | 1 1 1 2 2 2 2 2 2 2 3 2 3 3 4 4AP 2 5 7AP 7
58-60 | 1 1 1 2 2 2 2 2 2 2 2 2 3 3 4 4 2 4 7 7
55-57 | 1 1 1 1 2 2 2 2 1 1 2 2 3 3 3 3 1 4 7 6
52-54 | 1 1 1 1 2 2 2 2 1 1 2 1 3 3 3 3 1 - 7 -
49-51 | 1 1 1 1 2 2 2 1 1 1 2 1 3 3 3 3 1 - 6 -
46-48 | 1 1 1 1 2 1 2 1 1 - 1 - 3 2 3 2 - - 6 -
43-45 | 1 1 1 1 2 1 1 1 1 - 1 - 3 2 2 2 - - 6 -
40-42 | 1 1 1 1 1 1 1 - 1 - - - 2 2 2 - - - - -
37-39 | 1 1 1 - 1 1 - - - - - - 2 2 - - - - - -
34-36 | 1 1 1 - 1 1 - - - - - - 2 2 - - - - - -
31-33 | - - - - 1 - - - - - - - 2 - - - - - - -
28-30 | - - - - 1 - - - - - - - 2 - - - - - - -
